start,end,duration,app,day,profile
2014-01-05 16:45:00,2014-01-05 19:15:00,150.0,subwoofer_livingroom,2,"[16.0, 16.04724409448819, 16.1984126984127, 16.0, 15.866141732283465, 15.763779527559056, 15.444444444444445, 15.285714285714286, 15.403225806451612, 7.37984496124031]"
2014-01-05 17:00:00,2014-01-05 19:15:00,135.0,tv,2,"[53.18897637795276, 59.511811023622045, 95.1259842519685, 96.34920634920636, 95.92125984251967, 95.816, 90.9920634920635, 86.04838709677419, 40.542635658914726]"
2014-01-05 17:00:00,2014-01-05 19:15:00,135.0,htpc,2,"[51.595238095238095, 67.216, 66.08661417322834, 66.66929133858268, 65.2063492063492, 64.9047619047619, 64.56, 64.344, 32.88976377952756]"
2014-01-05 17:45:00,2014-01-05 18:15:00,30.0,gas_oven,2,"[41.48818897637796, 16.91269841269841]"
2014-01-05 18:15:00,2014-01-06 00:30:00,375.0,kitchen_phone&stereo,2,"[5.031746031746032, 5.03968253968254, 5.048, 5.046511627906977, 5.032, 6.015748031496063, 5.031496062992126, 5.0236220472440944, 5.032258064516129, 5.032520325203252, 5.056451612903226, 5.024590163934426, 5.023809523809524, 5.049180327868853, 5.032258064516129, 5.059259259259259, 5.098360655737705, 5.040322580645161, 5.049180327868853, 5.022900763358779, 5.030769230769231, 5.048, 5.032, 5.024590163934426, 5.032258064516129]"
2014-01-05 19:45:00,2014-01-05 21:45:00,120.0,amp_livingroom,2,"[10.275590551181102, 23.4251968503937, 23.11382113821138, 23.008, 23.032258064516128, 22.991869918699187, 22.714285714285715, 12.549180327868852]"
2014-01-05 19:45:00,2014-01-05 21:45:00,120.0,subwoofer_livingroom,2,"[6.937007874015748, 15.73228346456693, 15.707317073170731, 15.616, 15.903225806451612, 15.69672131147541, 15.488, 8.845528455284553]"
2014-01-05 19:45:00,2014-01-05 21:45:00,120.0,tv,2,"[43.67716535433071, 108.75396825396824, 103.57723577235772, 93.328, 93.14516129032258, 95.22764227642276, 94.02439024390245, 51.90243902439025]"
2014-01-05 19:45:00,2014-01-05 23:45:00,240.0,htpc,2,"[30.078740157480315, 69.66929133858268, 70.13821138211382, 69.20161290322581, 69.184, 69.12295081967213, 66.872, 66.99180327868852, 67.79838709677419, 68.04444444444445, 65.3360655737705, 65.17073170731707, 65.53225806451613, 65.33587786259542, 65.14615384615385, 38.544]"
2014-01-05 21:15:00,2014-01-05 21:30:00,15.0,microwave,2,[200.58870967741936]
2014-01-05 21:30:00,2014-01-05 23:30:00,120.0,dishwasher,2,"[17.762295081967213, 112.12096774193547, 1837.748148148148, 118.7377049180328, 119.17073170731707, 109.23387096774194, 1542.793893129771, 1131.3461538461538]"
2014-01-06 02:45:00,2014-01-06 04:00:00,75.0,htpc,3,"[67.5691056910569, 67.23387096774194, 68.07317073170732, 66.52380952380952, 20.5]"
2014-01-06 08:30:00,2014-01-06 12:15:00,225.0,lcd_office,3,"[39.9059829059829, 41.785714285714285, 41.44604316546763, 41.46762589928058, 41.35714285714285, 41.37857142857143, 41.28776978417266, 41.121428571428574, 39.55, 40.0354609929078, 40.82857142857143, 39.74820143884892, 39.70212765957447, 39.6115107913669, 13.407142857142857]"
2014-01-06 08:30:00,2014-01-06 18:15:00,585.0,laptop,3,"[45.3728813559322, 34.832116788321166, 27.798561151079134, 24.84285714285714, 19.485714285714284, 20.633093525179856, 20.05035971223021, 18.192857142857143, 21.81294964028777, 24.5177304964539, 20.307142857142857, 18.071428571428573, 37.535714285714285, 42.51798561151079, 39.17142857142857, 37.66428571428571, 37.79432624113476, 37.72857142857143, 37.618705035971225, 37.46808510638298, 37.54676258992806, 37.87857142857143, 37.80851063829788, 37.84172661870504, 37.71223021582734, 37.77142857142857, 38.0, 37.99290780141844, 37.97857142857143, 38.1418439716312, 37.785714285714285, 37.84397163120568, 37.99285714285714, 38.04964539007092, 38.04285714285714, 38.16312056737589, 37.85714285714285, 38.04964539007092, 34.70967741935484]"
2014-01-06 11:30:00,2014-01-06 11:45:00,15.0,straighteners,3,[191.55]
2014-01-06 12:15:00,2014-01-06 12:30:00,15.0,kitchen_radio,3,[2.00709219858156]
2014-01-06 12:45:00,2014-01-06 13:00:00,15.0,kitchen_radio,3,[2.00709219858156]
2014-01-06 14:00:00,2014-01-06 14:15:00,15.0,kitchen_radio,3,[2.021428571428572]
2014-01-06 16:15:00,2014-01-06 17:00:00,45.0,kitchen_radio,3,"[2.0142857142857142, 2.007042253521127, 2.007142857142857]"
2014-01-06 18:00:00,2014-01-06 18:15:00,15.0,lcd_office,3,[30.40625]
2014-01-06 18:00:00,2014-01-06 18:30:00,30.0,gas_oven,3,"[45.9140625, 34.096]"
2014-01-06 19:00:00,2014-01-06 22:45:00,225.0,amp_livingroom,3,"[10.688524590163937, 24.088, 23.550387596899224, 23.16546762589928, 23.093525179856115, 23.2, 22.928571428571427, 23.035714285714285, 23.02158273381295, 22.90714285714286, 22.964028776978417, 23.05755395683453, 22.976, 22.54032258064516, 22.771653543307085]"
2014-01-06 19:00:00,2014-01-06 22:45:00,225.0,subwoofer_livingroom,3,"[6.934426229508197, 16.032, 15.96875, 15.92142857142857, 15.83453237410072, 15.75, 15.635714285714286, 16.0, 15.827338129496402, 15.83453237410072, 15.857142857142858, 16.02158273381295, 15.808, 15.292682926829269, 15.362204724409448]"
2014-01-06 19:00:00,2014-01-06 23:00:00,240.0,tv,3,"[42.97540983606557, 113.072, 95.1968503937008, 97.45714285714286, 103.81294964028775, 100.31428571428572, 102.47142857142858, 97.57142857142856, 96.24460431654676, 93.61870503597122, 96.92857142857144, 99.53956834532374, 97.592, 91.70731707317071, 103.02380952380952, 14.330645161290322]"
2014-01-06 19:00:00,2014-01-07 01:30:00,390.0,htpc,3,"[30.852459016393443, 71.49193548387096, 67.75193798449612, 68.17985611510791, 68.1231884057971, 67.99285714285715, 66.26428571428572, 67.59285714285714, 68.85611510791367, 71.96402877697842, 69.4927536231884, 68.7841726618705, 68.25806451612904, 71.09677419354838, 68.1732283464567, 66.384, 64.95081967213115, 65.16, 66.448, 64.70731707317073, 64.584, 64.51239669421487, 64.4390243902439, 64.2439024390244, 64.2439024390244, 64.16260162601625]"
2014-01-06 19:30:00,2014-01-06 22:00:00,150.0,lcd_office,3,"[40.92592592592592, 41.27142857142857, 39.48201438848921, 39.44285714285714, 39.392857142857146, 39.25714285714286, 39.18705035971223, 39.568345323741006, 39.52142857142857, 39.23880597014925]"
2014-01-06 19:30:00,2014-01-06 22:00:00,150.0,laptop,3,"[25.392857142857142, 19.179856115107917, 20.231884057971016, 21.906474820143885, 21.32857142857143, 23.242857142857144, 21.571428571428573, 22.313868613138688, 21.26086956521739, 21.42537313432836]"
2014-01-06 22:45:00,2014-01-07 00:45:00,120.0,kitchen_phone&stereo,3,"[25.456, 32.049180327868854, 32.2, 28.192, 20.536585365853657, 15.504, 12.225, 9.346774193548388]"
2014-01-07 03:00:00,2014-01-07 04:15:00,75.0,htpc,4,"[31.959349593495936, 67.55645161290323, 66.32520325203252, 65.5, 59.95967741935484]"
2014-01-07 08:00:00,2014-01-07 18:15:00,615.0,lcd_office,4,"[40.62068965517241, 42.0, 41.05714285714286, 39.5, 39.08571428571429, 39.35714285714285, 39.143884892086334, 39.08759124087591, 39.15827338129496, 39.09285714285714, 39.07857142857143, 39.142857142857146, 39.11510791366906, 39.0863309352518, 39.07142857142857, 39.1726618705036, 39.54285714285714, 39.33571428571429, 39.0863309352518, 39.17857142857143, 39.01459854014598, 39.05035971223022, 39.06428571428572, 39.04285714285714, 39.10071942446043, 39.04964539007092, 39.16428571428571, 39.285714285714285, 39.16428571428571, 39.18705035971223, 39.15714285714286, 39.21582733812949, 39.15714285714286, 39.135714285714286, 39.05673758865248, 39.0625, 39.4, 39.135714285714286, 39.285714285714285, 39.285714285714285, 39.18918918918919]"
2014-01-07 08:00:00,2014-01-07 18:15:00,615.0,laptop,4,"[23.67796610169492, 22.1294964028777, 22.58992805755396, 21.872340425531917, 20.9, 20.52857142857143, 19.776978417266186, 19.1021897810219, 19.215827338129497, 20.83333333333333, 21.446043165467625, 20.13571428571429, 22.453237410071942, 20.41726618705036, 21.906474820143885, 21.09285714285714, 21.5, 18.864285714285717, 23.45, 20.22302158273381, 17.735714285714284, 17.0, 20.65, 24.835714285714285, 21.51824817518248, 22.028776978417262, 23.75, 24.814285714285717, 21.064285714285717, 20.07857142857143, 18.6231884057971, 20.042857142857144, 20.366906474820144, 20.12142857142857, 19.571428571428573, 20.02112676056338, 21.0354609929078, 21.05035971223021, 20.418439716312054, 20.0863309352518, 20.21917808219178]"
2014-01-07 08:45:00,2014-01-07 18:15:00,570.0,hifi_office,4,"[9.028571428571428, 8.971223021582734, 8.985714285714286, 8.913669064748202, 8.708029197080291, 8.741007194244604, 8.592857142857143, 8.642857142857142, 8.714285714285714, 8.647482014388489, 8.748201438848922, 8.8, 8.784172661870503, 8.7, 8.807142857142857, 8.685714285714285, 8.546762589928058, 8.57857142857143, 8.81294964028777, 8.72340425531915, 8.957142857142857, 8.971223021582734, 8.957446808510639, 8.878571428571428, 8.785714285714286, 8.942857142857143, 8.762589928057555, 8.414285714285715, 8.417266187050359, 8.7, 8.57857142857143, 8.879432624113475, 8.63888888888889, 8.335714285714285, 8.25, 8.214285714285714, 8.17142857142857, 8.175675675675675]"
2014-01-07 12:30:00,2014-01-07 13:00:00,30.0,microwave,4,"[319.5285714285714, 278.0785714285714]"
2014-01-07 12:45:00,2014-01-07 13:30:00,45.0,gas_oven,4,"[28.67625899280576, 46.19565217391305, 12.37956204379562]"
2014-01-07 16:45:00,2014-01-07 17:00:00,15.0,hair_dryer,4,[492.5138888888889]
2014-01-07 16:45:00,2014-01-07 17:00:00,15.0,straighteners,4,[107.21527777777776]
2014-01-07 18:30:00,2014-01-07 19:30:00,60.0,gas_oven,4,"[19.88, 45.39370078740158, 45.12403100775194, 36.17037037037037]"
2014-01-07 19:00:00,2014-01-07 19:15:00,15.0,lcd_office,4,[6.588235294117647]
2014-01-07 19:00:00,2014-01-07 19:30:00,30.0,hifi_office,4,"[6.555555555555555, 6.85]"
2014-01-07 19:00:00,2014-01-07 21:30:00,150.0,washing_machine,4,"[523.1796875, 1877.2720588235293, 1352.5, 1280.1555555555556, 1853.231884057971, 687.7703703703704, 130.53237410071944, 118.34558823529412, 147.44117647058823, 196.9264705882353]"
2014-01-07 19:00:00,2014-01-07 19:15:00,15.0,office_pc,4,[6.777777777777778]
2014-01-07 19:30:00,2014-01-07 22:00:00,150.0,amp_livingroom,4,"[23.565891472868216, 23.20740740740741, 23.246376811594203, 23.058823529411764, 22.73913043478261, 22.99270072992701, 23.00729927007299, 22.904411764705884, 22.96296296296296, 11.554744525547443]"
2014-01-07 19:30:00,2014-01-07 22:00:00,150.0,subwoofer_livingroom,4,"[15.046153846153846, 15.477941176470589, 15.39568345323741, 15.91851851851852, 15.258992805755396, 15.876811594202898, 15.718518518518518, 15.683823529411764, 15.751824817518248, 8.014598540145986]"
2014-01-07 19:30:00,2014-01-07 22:00:00,150.0,tv,4,"[102.34375, 107.08148148148148, 102.02877697841728, 94.02222222222224, 98.35251798561151, 91.8623188405797, 94.30882352941175, 93.1029411764706, 95.27737226277372, 51.416058394160586]"
2014-01-07 19:30:00,2014-01-08 00:30:00,300.0,htpc,4,"[66.109375, 69.61029411764706, 72.96376811594203, 86.23529411764706, 73.45985401459853, 72.86764705882354, 73.8029197080292, 74.29629629629629, 72.7925925925926, 68.30147058823529, 66.54014598540147, 64.72388059701493, 68.59712230215827, 65.07971014492753, 64.86567164179104, 64.95238095238095, 65.04032258064517, 64.83333333333333, 65.224, 64.7741935483871]"
2014-01-07 19:45:00,2014-01-07 23:15:00,210.0,lcd_office,4,"[38.64485981308411, 41.41726618705036, 39.903703703703705, 39.31654676258993, 39.153284671532845, 39.52205882352941, 39.5, 39.17518248175183, 39.16058394160584, 39.27737226277373, 39.10948905109489, 39.12230215827338, 39.05072463768116, 40.06315789473684]"
2014-01-07 19:45:00,2014-01-07 23:15:00,210.0,hifi_office,4,"[8.851851851851851, 8.345323741007194, 8.649253731343284, 8.323741007194245, 8.598540145985401, 8.654411764705882, 8.477941176470589, 8.656934306569344, 8.481751824817518, 8.566176470588236, 8.89051094890511, 8.884892086330936, 8.847826086956522, 8.821052631578947]"
2014-01-07 19:45:00,2014-01-07 23:15:00,210.0,laptop,4,"[23.26851851851852, 17.652173913043477, 20.6, 21.277372262773724, 22.138686131386866, 21.69117647058824, 23.860294117647054, 24.169117647058822, 22.868613138686133, 24.145985401459853, 21.496350364963504, 22.194244604316548, 23.197080291970803, 21.989473684210527]"
2014-01-08 02:00:00,2014-01-08 04:15:00,135.0,htpc,5,"[53.95967741935484, 68.72357723577235, 66.95238095238095, 66.584, 66.47154471544715, 66.728, 67.13821138211382, 66.62295081967213, 60.846774193548384]"
2014-01-08 07:45:00,2014-01-08 12:30:00,285.0,lcd_office,5,"[41.76470588235294, 41.69064748201439, 41.31159420289855, 41.18705035971223, 41.20863309352518, 41.10948905109489, 41.08029197080292, 41.1231884057971, 41.457142857142856, 41.064748201438846, 41.09285714285714, 41.20863309352518, 41.25714285714286, 41.17391304347826, 41.05035971223022, 41.06428571428572, 41.10144927536232, 41.05035971223022, 28.690647482014388]"
2014-01-08 07:45:00,2014-01-08 09:00:00,75.0,hifi_office,5,"[8.898550724637682, 8.992857142857142, 8.96376811594203, 8.920863309352518, 7.760869565217392]"
2014-01-08 07:45:00,2014-01-08 12:45:00,300.0,laptop,5,"[24.28985507246377, 24.057142857142857, 22.0, 21.381294964028772, 22.41176470588235, 28.861313868613134, 32.905797101449274, 33.55474452554745, 33.028985507246375, 33.10071942446043, 33.00714285714286, 33.798561151079134, 33.214285714285715, 33.07299270072993, 32.03623188405797, 22.057142857142857, 23.615942028985508, 24.1, 20.065217391304348, 64.7]"
2014-01-08 08:45:00,2014-01-08 10:30:00,105.0,washing_machine,5,"[1396.905109489051, 1283.4779411764705, 440.0075187969925, 163.15328467153284, 116.13868613138686, 156.23741007194243, 195.65714285714284]"
2014-01-08 12:45:00,2014-01-08 13:00:00,15.0,microwave,5,[297.984]
2014-01-08 18:00:00,2014-01-08 18:45:00,45.0,gas_oven,5,"[12.512, 46.0, 34.62698412698413]"
2014-01-08 19:15:00,2014-01-08 23:45:00,270.0,amp_livingroom,5,"[16.75, 23.78125, 23.108527131782942, 23.01428571428572, 22.95, 23.071428571428573, 23.035971223021583, 22.94927536231884, 22.8, 22.93525179856115, 23.17142857142857, 22.992805755395683, 23.18439716312057, 22.957142857142856, 23.06474820143885, 22.984251968503937, 23.02439024390244, 18.452380952380956]"
2014-01-08 19:15:00,2014-01-08 23:45:00,270.0,subwoofer_livingroom,5,"[10.991935483870968, 16.00793650793651, 15.736434108527131, 15.678571428571429, 15.528571428571428, 15.92142857142857, 15.94927536231884, 15.776978417266188, 15.474820143884893, 15.371428571428572, 15.707142857142856, 15.76978417266187, 15.762589928057556, 15.507142857142858, 15.8, 15.708661417322835, 16.577235772357724, 13.104]"
2014-01-08 19:15:00,2014-01-08 23:45:00,270.0,tv,5,"[75.79032258064517, 110.14173228346456, 98.75384615384615, 97.10714285714286, 93.19285714285714, 93.04285714285714, 96.58273381294964, 94.30434782608695, 97.46762589928058, 97.3956834532374, 101.85714285714286, 104.97122302158272, 104.46428571428572, 102.28571428571428, 103.94285714285714, 99.28346456692914, 90.6829268292683, 72.23015873015873]"
2014-01-08 19:15:00,2014-01-08 23:45:00,270.0,htpc,5,"[47.00806451612903, 69.4921875, 80.18604651162791, 84.26811594202898, 85.02877697841727, 83.79285714285714, 75.13669064748201, 83.74820143884892, 83.94927536231884, 83.81294964028777, 76.7, 68.7080291970803, 68.57857142857142, 68.53571428571429, 68.5072463768116, 68.70866141732283, 67.39344262295081, 55.54761904761905]"
2014-01-08 19:45:00,2014-01-08 23:15:00,210.0,lcd_office,5,"[32.81818181818182, 41.42142857142857, 39.93571428571428, 39.23571428571429, 39.094202898550726, 39.15942028985507, 39.2, 39.23741007194245, 39.19285714285714, 39.10791366906475, 39.4, 39.16428571428571, 39.121428571428574, 39.34615384615385]"
2014-01-08 19:45:00,2014-01-08 23:15:00,210.0,laptop,5,"[39.78125, 28.792857142857144, 28.457142857142856, 22.12857142857143, 22.712230215827336, 23.258992805755398, 21.532374100719423, 20.84057971014493, 20.16546762589928, 21.81159420289855, 23.51428571428572, 19.863309352517987, 20.27338129496403, 20.28]"
2014-01-08 20:15:00,2014-01-08 23:15:00,180.0,hifi_office,5,"[8.378571428571428, 8.985714285714286, 8.884892086330936, 8.789855072463768, 8.496402877697841, 8.428571428571429, 8.678571428571429, 8.755395683453237, 8.7, 8.542857142857143, 8.735714285714286, 8.461538461538462]"
2014-01-08 23:45:00,2014-01-09 01:30:00,105.0,dishwasher,5,"[77.5079365079365, 1138.0923076923077, 822.452380952381, 111.4793388429752, 104.30645161290325, 2104.5648854961837, 101.91869918699189]"
2014-01-09 05:45:00,2014-01-09 09:30:00,225.0,lcd_office,6,"[41.01587301587302, 42.15107913669065, 41.40287769784173, 41.280575539568346, 39.621428571428574, 39.08571428571429, 39.410071942446045, 39.05035971223022, 39.02857142857143, 39.05755395683453, 39.07857142857143, 39.02158273381295, 39.04285714285714, 39.142857142857146, 39.07142857142857]"
2014-01-09 05:45:00,2014-01-09 09:30:00,225.0,hifi_office,6,"[8.859375, 8.920863309352518, 8.856115107913668, 8.821428571428571, 8.65, 8.635714285714286, 8.784172661870503, 8.503597122302159, 8.714285714285714, 8.964028776978417, 8.928571428571429, 8.949640287769784, 8.928571428571429, 9.05, 8.892857142857142]"
2014-01-09 05:45:00,2014-01-09 09:30:00,225.0,laptop,6,"[23.09230769230769, 20.08695652173913, 19.58992805755396, 19.52857142857143, 19.425531914893615, 19.287769784172664, 17.615942028985508, 18.84057971014493, 22.43884892086331, 21.07913669064748, 22.58273381294964, 20.201438848920866, 18.978571428571428, 17.785714285714285, 18.310344827586206]"
2014-01-09 10:45:00,2014-01-09 22:30:00,705.0,lcd_office,6,"[62.24324324324324, 69.26428571428572, 67.93430656934306, 66.97841726618705, 66.74820143884892, 66.46762589928058, 66.45, 66.14285714285714, 66.06428571428572, 66.05714285714286, 65.91428571428571, 65.97122302158273, 65.97142857142858, 66.02127659574468, 66.03571428571429, 65.9568345323741, 65.8936170212766, 66.19424460431655, 66.01438848920863, 66.5, 66.01438848920863, 66.48920863309353, 66.02857142857142, 65.99280575539568, 65.8936170212766, 65.97841726618705, 66.02836879432624, 65.81159420289855, 65.71739130434783, 65.88489208633094, 65.66666666666667, 65.70503597122303, 54.18571428571428, 55.97826086956522, 66.19565217391305, 66.07913669064749, 65.62773722627738, 39.17391304347826, 39.0072463768116, 38.992805755395686, 39.07194244604317, 39.09352517985612, 40.08571428571429, 40.17857142857143, 39.17391304347826, 39.16546762589928, 39.76288659793814]"
2014-01-09 10:45:00,2014-01-09 22:30:00,705.0,hifi_office,6,"[9.17948717948718, 8.97841726618705, 8.83941605839416, 8.784172661870503, 8.726618705035971, 8.762589928057555, 8.92142857142857, 8.757142857142858, 8.712230215827338, 8.935714285714285, 8.942857142857143, 8.892086330935252, 8.835714285714285, 8.879432624113475, 8.942857142857143, 8.899280575539569, 8.907801418439716, 8.97841726618705, 8.949640287769784, 8.864285714285714, 8.647482014388489, 8.719424460431656, 8.857142857142858, 8.771428571428572, 8.842857142857143, 8.784172661870503, 8.73049645390071, 8.855072463768115, 8.768115942028986, 8.43884892086331, 8.391304347826088, 8.26086956521739, 8.228571428571428, 8.398550724637682, 8.268115942028986, 8.33093525179856, 8.507352941176471, 8.215827338129497, 8.210144927536232, 8.56115107913669, 8.661870503597122, 8.43884892086331, 8.785714285714286, 8.55, 8.608695652173912, 8.726618705035971, 8.711340206185566]"
